id,title,company,location,salary_min,salary_max,description,year,apply_url
DE-12846383-26-JJL,DATA SCIENTIST,"Commander, Navy Installations","Washington Navy Yard, District of Columbia",120579,156755,"This is a public notice flyer to notify interested applicants of anticipated vacancies. Applications will not be accepted through this flyer. Interested applicants must follow the directions in the ""How to Apply"" section of this flyer to be considered. There may or may not be actual vacancies filled from this flyer. Notice of Result letters will not be sent to applicants who respond to this flyer.",2022,https://www.usajobs.gov:443/job/851808600
AMO-DE(DHA)-12838145-KMH,DATA SCIENTIST,Customs and Border Protection,"Washington, District of Columbia",120579,156755,"Organizational Location: This position is with the Department of Homeland Security, within U.S. Customs and Border Protection, Office of Air and Marine Operations, Washington, D.C.",2022,https://www.usajobs.gov:443/job/851684500
JD-1-2025-0001,Director of Data Analytics,Office of Inspector General,"District of Columbia, District of Columbia",167603,195200,"The Office of Inspector General (OIG), works within the U. S. Department of Transportation (DOT) to promote efficiency and effectiveness, and prevent or stop waste, fraud and abuse in departmental programs. OIG also consults with the Congress about programs in progress and proposed new laws and regulations. The Inspector General Act of 1978 gives the Office of Inspector General autonomy to do its work without interference.",2022,https://www.usajobs.gov:443/job/851816200
CES-DISA-12841570-25AA,SUPV INTERDISCIPLINARY (DATA),Defense Information Systems Agency,"Fort Meade, Maryland",167603,189950,This position is being recruited under 10 USC 1599f into the Cyber Excepted Service and does NOT convey eligibility to be converted to the Competitive Service. It has been identified as a position necessary to carry out and support the mission of the US Cyber Command. It is in the Supervision/Management Work Category at the Expert Work Level within the CES Occupational Structure. It is located in the DISA JOINT FORCE HEADQUARTERS.,2022,https://www.usajobs.gov:443/job/851184600
126209-01,Continuous Opening - ACF SME (Data Scientist) (Washington DC),Defense Intelligence Agency,"Washington, District of Columbia",63163,117034,We are committed to: Teamwork: Partnering at all levels and across organizational boundaries for mission accomplishment. Integrity: Adherence to the highest legal and ethical principles in our responsibilities. Excellence: Unrivaled defense intelligence expertise. Service: Putting the welfare of the Nation and commitment to our mission before oneself.,2022,https://www.usajobs.gov:443/job/851335900
126203-02,Continuous Opening - ACF Entry (Data Scientist) (Washington DC),Defense Intelligence Agency,"Washington, District of Columbia",42679,74733,We are committed to: Teamwork: Partnering at all levels and across organizational boundaries for mission accomplishment. Integrity: Adherence to the highest legal and ethical principles in our responsibilities. Excellence: Unrivaled defense intelligence expertise. Service: Putting the welfare of the Nation and commitment to our mission before oneself.,2022,https://www.usajobs.gov:443/job/851335500
CA-2026-0026,Program Analyst (DATA ANALYST) ,Department of State - Agency Wide,"Washington, District of Columbia",142488,185234,"This position is located in the Office of Management Analysis and Coordination, Management and Process Analysis Division, Passport Services, Bureau of Consular Affairs (CA/PPT/I/MAC/MP), Department of State. This office is responsible to elevate the use of data analytics methodologies and techniques in determining policies and making management decisions regarding the effectiveness of the bureau's programs and operations.",2022,https://www.usajobs.gov:443/job/852152400
CMS-CPI-26-12846447-IMP,"Deputy Director, Data Analytics & Systems Group",Centers for Medicare & Medicaid Services,"Woodlawn, Maryland",167603,195200,"This position is located in the Department of Health & Human Services (HHS), Centers for Medicare & Medicaid Services (CMS), Center for Program Integrity (CPI), Data Analytics & Systems Group (DASG). As a Supervisory IT Program Manager referred to here as Deputy Director, Data Analytics & Systems Group, GS-2210-15, you will share with the Group Director full responsibility for managing all phases of the Group's data analytics and IT work.",2022,https://www.usajobs.gov:443/job/851912000
CES-DISA-12841712-26-DJB,SUPV IT SPECIALIST (DATAMGT/PLCYPLN),Defense Information Systems Agency,"Fort Meade, Maryland",167603,195200,This position is being recruited under 10 USC 1599f into the Cyber Excepted Service and does NOT convey eligibility to be converted to the Competitive Service. It has been identified as a position necessary to carry out and support the mission of the US Cyber Command. It is in the Supervision/Management Work Category at the Expert Work Level within the CES Occupational Structure. It is located in the DISA - JOINT FORCES HEADQUARTERS - DODIN.,2022,https://www.usajobs.gov:443/job/851813100
DFAS-DHA-IN-12837405-26,IT CYBERSECURITY SPECIALIST (DATAMGT/INFOSEC),Defense Finance and Accounting Service,"Indianapolis, Indiana",106365,138276,"Who may apply: All US Citizens Position located in the I&T Directorate, Payroll Services, Civilian Pay, ZTBAC This job announcement may be used to fill similar positions in the I&T Directorate.",2022,https://www.usajobs.gov:443/job/851444300
FTA.TSO-2026-0005,Program Manager (Safety Data) SME (Open to both U.S. Citizens and Federal Employees),Federal Transit Administration,"Washington, District of Columbia",142488,185234,"This position is in the Safety Assurance and Risk Management Division, Office of Transit Safety & Oversight, Federal Transit Administration. The selected candidate will serve as a program manager fostering continuous improvement in transit safety through advanced research and analysis. The selected candidate will facilitate working groups, manage research projects, and lead efforts to collect, manage, analyze, and report transit safety data to inform leadership decision-making.",2022,https://www.usajobs.gov:443/job/851454900
8J-DCIPS-12847503-990087-SG,INTELLIGENCE SPECIALIST,Department of the Air Force - Agency Wide,"Salt Lake City, Utah",88621,115213,"Click on ""Learn more about this agency"" button below for IMPORTANT additional information. The primary purpose of this position is to provide the United States Air Force an intelligence operations specialists, experts in the fields of intelligence and operations security (OPSEC). The incumbent will act as an advisor and assist the senior intelligence operations specialists on all intelligence and operations security matters.",2022,https://www.usajobs.gov:443/job/851985400
DHRADMDC-26-12848843-MP,Policy and Program Analyst,Defense Human Resources Activity,"Seaside, California",142488,185234,"This position is part of the Defense Human Resources Activity. The incumbent will be responsible for analysis, development, research, and special studies for matters impacting a diverse portfolio of human resources information technology. Responsibilities include support for correspondence, policy, issuances, congressional and legislative affairs, and strategic planning..",2022,https://www.usajobs.gov:443/job/852114100
EOP-OA-12837362-26-HHL,IT Project Manager,Office of Administration,"District of Columbia, District of Columbia",142488,185234,"This position is located in the Office of the Chief of Information Technology (OAIT) within the Office of Administration (OA). The incumbent serves as technical project manager for data systems, providing expertise for advanced initiatives involving the design, implementation, and operation of enterprise data management solutions. To apply, please submit your resume directly to DL.OA.OAIT.Hiring@oa.eop.gov. Please include the announcement number and position title in your email subject line.",2022,https://www.usajobs.gov:443/job/851269900
USTC-26-12845580-MP,Financial Management Specialist,"Air Force Elements, U.S. Transportation Command","Scott AFB, Illinois",51228,118136,"This position is part of the Air Force Elements, U.S. Transportation Command. As a Financial Management Specialist - Remediation Specialist (SYSTEMS) the incumbent will provide assistance and guidance concerning accounting data and systems deficiencies.",2022,https://www.usajobs.gov:443/job/851588700
Q2-2025-0045,Product Manager,Technology Transformation Service,"San Francisco, California",148871,195200,"As an IT Specialist, Agency Title: Product Manager, you will serve as a senior expert in data, system, infrastructure, and/or interactions security and works with multiple federal agencies migrating legacy systems to modern IT solutions, ensuring information security. We are currently filling multiple vacancies.",2022,https://www.usajobs.gov:443/job/851844600
CBST-12828846-26-RC,Medical Records Technician (Cancer Registrar),Veterans Health Administration,"Fayetteville, Arkansas",36825,107536,Serves within the VISN 16 South Central VA Health Care Network Health Care Systems. The Cancer Registrar is responsible for abstracting and coding clinical data from patient medical records using appropriate classification systems and analyzing health records according to published governmental standards. Data entry is also required by the certified cancer registrar.,2022,https://www.usajobs.gov:443/job/849781600
OCE-2025-416,Business Financial Analyst,Architect of the Capitol,"Washington, District of Columbia",120579,156755,"This position is located in the Architect of the Capitol (AOC), Office of the Chief Engineer (OCE). This position focuses on budget, financial, accounting, reporting, data, and financial systems in order to support OCE’s fiscal needs.",2022,https://www.usajobs.gov:443/job/851230700
