skill_id,skill_name,category,difficulty_level,popularity_score,required_frequency,certification,avg_salary_effect,created_at,updated_at
1598,Spark,Cloud,Easy,36,201,agree Certificate,363,6/13/2021,11/29/2025
1599,Hadoop,Programming,Medium,67,26,season Certificate,386,1/21/2024,4/24/2025
1600,SQL,Machine Learning,Easy,57,380,concern Certificate,301,8/30/2021,7/2/2025
1601,Python,Statistics,Medium,69,415,avoid Certificate,121,6/6/2024,8/8/2025
1602,Tableau,Data Engineering,Easy,19,335,material Certificate,202,1/13/2021,3/16/2025
1603,Deep Learning,Machine Learning,Medium,5,99,mean Certificate,199,8/17/2024,5/18/2025
1604,Azure,Cloud,Medium,72,423,near Certificate,61,10/25/2022,10/19/2025
1605,Hadoop,Visualization,Medium,98,383,hospital Certificate,195,10/25/2023,5/11/2025
1606,Kubernetes,Visualization,Easy,22,354,action Certificate,214,1/19/2022,3/7/2025
1607,Deep Learning,Machine Learning,Easy,8,327,serve Certificate,86,8/22/2021,10/5/2025
1608,Azure,Programming,Medium,51,279,themselves Certificate,110,6/7/2021,7/28/2025
1609,Deep Learning,Visualization,Easy,38,84,office Certificate,361,3/9/2023,6/16/2025
1610,Tableau,Machine Learning,Easy,79,207,enter Certificate,150,1/10/2022,9/16/2025
1611,Hadoop,Cloud,Medium,95,275,computer Certificate,41,12/8/2022,3/11/2025
1612,Spark,Cloud,Easy,68,30,hour Certificate,71,6/26/2022,5/6/2025
1613,Tableau,Visualization,Medium,53,10,million Certificate,77,12/18/2020,2/9/2025
1614,Docker,Programming,Hard,10,138,middle Certificate,127,3/14/2023,9/23/2025
1615,Azure,Data Engineering,Easy,10,412,system Certificate,344,9/6/2023,12/3/2025
1616,Hadoop,Data Engineering,Medium,20,434,argue Certificate,234,9/21/2021,5/5/2025
1617,Docker,Programming,Hard,42,229,conference Certificate,140,4/21/2024,10/4/2025
1618,AWS,Visualization,Medium,67,33,base Certificate,8,7/12/2023,8/14/2025
1619,Deep Learning,Visualization,Easy,84,250,paper Certificate,122,10/1/2023,4/10/2025
1620,NLP,Visualization,Hard,17,100,about Certificate,467,7/31/2024,5/31/2025
1621,GCP,Data Engineering,Easy,81,386,actually Certificate,38,9/23/2021,1/18/2025
1622,AWS,Programming,Medium,33,318,performance Certificate,404,9/17/2023,3/23/2025
1623,NLP,Programming,Hard,25,292,miss Certificate,321,10/5/2023,4/19/2025
1624,Azure,Data Engineering,Medium,100,371,raise Certificate,199,2/19/2021,1/30/2025
1625,Machine Learning,Data Engineering,Easy,84,168,bank Certificate,374,3/20/2022,1/2/2025
1626,Spark,Cloud,Medium,68,331,perform Certificate,114,1/20/2022,11/4/2025
1627,SQL,Statistics,Easy,37,487,politics Certificate,309,3/21/2024,1/19/2025
1628,GCP,Statistics,Medium,20,275,election Certificate,435,7/6/2023,8/5/2025
1629,Data Modeling,Visualization,Hard,89,481,home Certificate,301,11/8/2023,7/8/2025
1630,Docker,Machine Learning,Hard,21,199,lawyer Certificate,82,6/30/2022,6/18/2025
1631,Spark,Machine Learning,Medium,30,17,if Certificate,158,11/25/2021,1/12/2025
1632,PowerBI,Cloud,Easy,70,224,enjoy Certificate,145,2/15/2021,1/16/2025
1633,Hadoop,Machine Learning,Easy,20,298,future Certificate,279,8/18/2022,9/18/2025
1634,Docker,Cloud,Hard,96,177,explain Certificate,244,3/2/2021,5/30/2025
1635,Deep Learning,Visualization,Easy,27,434,TV Certificate,69,1/11/2023,8/13/2025
1636,PowerBI,Cloud,Hard,72,235,many Certificate,480,4/20/2023,3/21/2025
1637,Hadoop,Machine Learning,Hard,12,22,table Certificate,156,10/16/2024,4/20/2025
1638,SQL,Visualization,Hard,35,45,system Certificate,1,10/19/2021,9/16/2025
1639,PowerBI,Data Engineering,Easy,68,255,foot Certificate,97,6/18/2024,5/28/2025
1640,GCP,Cloud,Easy,87,186,miss Certificate,101,11/6/2021,4/19/2025
1641,Tableau,Visualization,Hard,72,130,build Certificate,311,2/3/2024,4/13/2025
1642,Hadoop,Visualization,Hard,86,354,nothing Certificate,291,1/6/2021,4/10/2025
1643,Spark,Data Engineering,Easy,42,43,seem Certificate,145,10/27/2024,9/24/2025
1644,Kubernetes,Cloud,Medium,14,21,whatever Certificate,335,5/30/2023,3/18/2025
1645,Docker,Data Engineering,Hard,68,191,age Certificate,120,12/7/2022,7/27/2025
1646,SQL,Programming,Easy,82,494,process Certificate,30,4/25/2022,12/21/2024
1647,Python,Visualization,Easy,41,121,wide Certificate,223,10/30/2023,8/23/2025
1648,NLP,Cloud,Medium,50,186,generation Certificate,422,6/29/2024,11/12/2025
1649,SQL,Programming,Medium,68,198,federal Certificate,191,8/29/2024,8/8/2025
1650,Tableau,Statistics,Hard,97,94,near Certificate,120,11/18/2021,4/21/2025
1651,Hadoop,Data Engineering,Hard,48,436,military Certificate,60,1/12/2022,11/26/2025
1652,Hadoop,Visualization,Easy,45,420,science Certificate,134,4/2/2021,9/19/2025
1653,NLP,Data Engineering,Easy,16,248,nature Certificate,183,7/14/2022,7/19/2025
1654,Kubernetes,Data Engineering,Easy,93,367,add Certificate,178,12/25/2021,1/22/2025
1655,Spark,Cloud,Hard,84,290,as Certificate,475,10/8/2024,5/28/2025
1656,GCP,Visualization,Hard,51,293,green Certificate,457,1/26/2022,2/22/2025
1657,PowerBI,Visualization,Medium,71,227,company Certificate,419,8/22/2023,5/22/2025
1658,Docker,Cloud,Easy,56,481,first Certificate,254,3/4/2021,6/18/2025
1659,Azure,Statistics,Easy,99,226,series Certificate,369,3/14/2022,4/17/2025
1660,PowerBI,Data Engineering,Hard,45,434,its Certificate,411,11/9/2022,9/3/2025
1661,Data Modeling,Statistics,Medium,70,114,by Certificate,168,3/1/2021,1/26/2025
1662,Spark,Cloud,Hard,95,450,above Certificate,429,6/20/2022,6/2/2025
1663,Data Modeling,Data Engineering,Easy,5,202,reflect Certificate,150,6/3/2021,10/8/2025
1664,Hadoop,Cloud,Medium,6,456,PM Certificate,217,2/7/2021,4/7/2025
1665,Machine Learning,Visualization,Medium,75,493,if Certificate,260,5/2/2023,2/7/2025
1666,AWS,Cloud,Medium,84,94,grow Certificate,16,8/25/2021,4/5/2025
1667,Data Modeling,Machine Learning,Easy,97,57,style Certificate,150,6/9/2023,1/1/2025
1668,PowerBI,Data Engineering,Easy,2,476,vote Certificate,176,1/21/2021,5/28/2025
1669,NLP,Machine Learning,Hard,15,103,billion Certificate,281,11/20/2023,10/7/2025
1670,NLP,Programming,Hard,61,237,analysis Certificate,133,1/2/2024,6/1/2025
1671,NLP,Statistics,Medium,85,78,well Certificate,78,2/26/2024,3/16/2025
1672,Machine Learning,Data Engineering,Hard,92,157,fall Certificate,320,11/13/2023,3/15/2025
1673,Hadoop,Visualization,Hard,54,415,our Certificate,109,7/24/2022,3/12/2025
1674,NLP,Data Engineering,Medium,74,429,establish Certificate,184,3/7/2021,11/24/2025
1675,Kubernetes,Visualization,Hard,81,221,staff Certificate,317,9/4/2024,4/26/2025
1676,AWS,Statistics,Easy,89,43,ahead Certificate,259,8/20/2021,9/3/2025
1677,AWS,Programming,Medium,11,378,set Certificate,312,7/1/2023,9/27/2025
1678,Machine Learning,Visualization,Medium,10,25,forward Certificate,118,6/14/2021,11/2/2025
1679,Hadoop,Visualization,Easy,49,356,break Certificate,306,9/2/2023,2/13/2025
1680,Deep Learning,Statistics,Hard,32,481,receive Certificate,196,5/5/2023,4/29/2025
1681,Docker,Cloud,Hard,22,325,newspaper Certificate,1,10/18/2024,9/17/2025
1682,Python,Cloud,Hard,64,127,threat Certificate,50,10/20/2022,4/18/2025
1683,Hadoop,Cloud,Medium,1,334,choice Certificate,129,9/27/2022,6/4/2025
1684,Python,Machine Learning,Medium,61,241,interesting Certificate,92,6/20/2024,11/8/2025
1685,Kubernetes,Data Engineering,Easy,51,469,light Certificate,26,12/21/2020,11/18/2025
1686,PowerBI,Machine Learning,Medium,53,255,present Certificate,106,6/1/2021,8/25/2025
1687,Deep Learning,Visualization,Medium,75,261,family Certificate,220,5/13/2021,11/22/2025
1688,PowerBI,Cloud,Medium,13,34,third Certificate,498,3/8/2021,5/3/2025
1689,Kubernetes,Statistics,Easy,79,76,cover Certificate,311,3/7/2023,8/8/2025
1690,Data Modeling,Cloud,Easy,19,183,positive Certificate,200,5/9/2022,1/2/2025
1691,Machine Learning,Machine Learning,Easy,32,304,service Certificate,141,9/5/2024,4/7/2025
1692,NLP,Statistics,Medium,33,313,indeed Certificate,243,1/29/2021,7/22/2025
1693,Hadoop,Cloud,Hard,95,481,page Certificate,226,9/17/2024,7/11/2025
1694,SQL,Programming,Hard,33,66,loss Certificate,453,2/5/2021,9/14/2025
1695,Data Modeling,Statistics,Medium,34,466,think Certificate,465,10/7/2021,9/24/2025
1696,PowerBI,Cloud,Hard,9,260,enjoy Certificate,66,2/22/2023,12/10/2025
1697,PowerBI,Programming,Easy,48,453,figure Certificate,419,3/7/2021,3/31/2025
1698,Data Modeling,Statistics,Easy,17,378,majority Certificate,59,9/2/2023,10/14/2025
1699,AWS,Data Engineering,Hard,36,33,voice Certificate,258,11/24/2024,11/5/2025
1700,Deep Learning,Visualization,Easy,16,198,goal Certificate,358,12/7/2021,10/16/2025
1701,PowerBI,Data Engineering,Medium,62,129,all Certificate,225,4/16/2021,9/25/2025
1702,Hadoop,Visualization,Easy,52,145,picture Certificate,488,5/13/2024,8/28/2025
1703,Deep Learning,Programming,Easy,31,285,argue Certificate,295,5/31/2021,3/25/2025
1704,Data Modeling,Statistics,Easy,71,66,weight Certificate,232,12/7/2021,3/19/2025
1705,Data Modeling,Cloud,Medium,91,185,play Certificate,492,12/24/2020,3/7/2025
1706,Docker,Visualization,Easy,10,365,market Certificate,361,11/3/2022,9/7/2025
1707,Data Modeling,Visualization,Hard,88,167,across Certificate,407,6/2/2021,11/11/2025
1708,Data Modeling,Cloud,Easy,35,349,religious Certificate,87,1/29/2024,2/18/2025
1709,AWS,Programming,Medium,5,351,three Certificate,87,9/27/2021,10/18/2025
1710,NLP,Data Engineering,Hard,75,164,nor Certificate,111,7/7/2023,5/9/2025
1711,Data Modeling,Visualization,Hard,8,241,suddenly Certificate,126,3/15/2024,5/10/2025
1712,Hadoop,Programming,Easy,60,371,take Certificate,482,12/17/2021,4/22/2025
1713,PowerBI,Statistics,Hard,58,381,low Certificate,325,5/30/2024,2/27/2025
1714,Deep Learning,Cloud,Medium,80,41,around Certificate,177,7/15/2022,1/30/2025
1715,Docker,Data Engineering,Hard,33,50,into Certificate,351,11/18/2024,4/14/2025
1716,Data Modeling,Statistics,Hard,68,488,shoulder Certificate,461,5/31/2022,10/4/2025
1717,Kubernetes,Visualization,Hard,12,252,prove Certificate,135,1/19/2021,7/2/2025
1718,Tableau,Statistics,Medium,39,465,reach Certificate,32,11/13/2023,2/7/2025
1719,GCP,Programming,Hard,51,318,feel Certificate,301,3/16/2022,10/2/2025
1720,Machine Learning,Cloud,Hard,21,385,which Certificate,223,12/14/2020,1/5/2025
1721,Python,Programming,Easy,83,495,again Certificate,283,10/21/2024,4/14/2025
1722,Deep Learning,Data Engineering,Medium,3,149,pass Certificate,499,6/8/2023,2/21/2025
1723,Hadoop,Programming,Hard,4,309,carry Certificate,400,6/15/2022,4/14/2025
1724,Hadoop,Machine Learning,Hard,19,198,let Certificate,169,10/4/2023,5/13/2025
1725,AWS,Programming,Hard,60,479,fund Certificate,371,4/11/2021,3/27/2025
1726,NLP,Data Engineering,Easy,73,459,maintain Certificate,463,7/13/2024,5/14/2025
1727,Azure,Data Engineering,Medium,47,228,relate Certificate,493,7/21/2024,10/26/2025
1728,Spark,Machine Learning,Easy,76,408,behind Certificate,293,1/26/2021,5/20/2025
1729,Machine Learning,Machine Learning,Easy,58,114,dog Certificate,256,2/14/2023,4/15/2025
1730,Python,Programming,Medium,29,173,rich Certificate,433,8/1/2021,4/30/2025
1731,Machine Learning,Data Engineering,Hard,71,318,there Certificate,470,9/18/2022,3/19/2025
1732,AWS,Machine Learning,Hard,74,286,hot Certificate,88,6/14/2023,1/4/2025
1733,Machine Learning,Visualization,Hard,35,457,whether Certificate,415,6/11/2023,6/28/2025
1734,Machine Learning,Statistics,Easy,94,302,wish Certificate,234,12/29/2021,9/8/2025
1735,Kubernetes,Visualization,Easy,65,213,wear Certificate,163,9/7/2024,5/29/2025
1736,SQL,Visualization,Hard,76,295,wrong Certificate,470,7/14/2023,4/29/2025
1737,Deep Learning,Programming,Hard,12,120,give Certificate,329,3/28/2022,5/6/2025
1738,NLP,Statistics,Hard,72,390,which Certificate,255,10/20/2022,4/25/2025
1739,SQL,Cloud,Easy,2,462,argue Certificate,264,10/8/2023,3/19/2025
1740,Deep Learning,Programming,Medium,18,223,discussion Certificate,39,4/5/2023,8/21/2025
1741,Deep Learning,Machine Learning,Hard,87,177,especially Certificate,307,4/28/2024,7/6/2025
1742,Python,Data Engineering,Hard,97,436,ahead Certificate,469,9/13/2022,8/26/2025
1743,Machine Learning,Visualization,Hard,97,59,art Certificate,198,10/21/2021,6/24/2025
1744,SQL,Cloud,Medium,95,280,hit Certificate,363,7/25/2022,8/4/2025
1745,SQL,Machine Learning,Hard,3,339,action Certificate,128,10/11/2022,1/22/2025
1746,NLP,Programming,Hard,14,250,various Certificate,464,11/2/2021,1/11/2025
1747,Spark,Visualization,Medium,54,356,less Certificate,384,5/2/2024,4/4/2025
1748,Machine Learning,Cloud,Medium,48,370,fly Certificate,48,9/1/2022,9/23/2025
1749,Deep Learning,Cloud,Hard,36,34,address Certificate,260,2/11/2024,1/28/2025
1750,Docker,Cloud,Medium,28,11,type Certificate,132,10/19/2022,3/16/2025
1751,PowerBI,Programming,Medium,13,455,parent Certificate,174,10/16/2024,12/23/2024
1752,AWS,Cloud,Hard,70,232,bad Certificate,437,12/27/2023,12/17/2024
1753,GCP,Visualization,Hard,21,265,push Certificate,39,3/20/2021,1/5/2025
1754,Deep Learning,Statistics,Hard,47,115,real Certificate,406,10/1/2023,12/14/2024
1755,Deep Learning,Visualization,Medium,86,154,light Certificate,160,6/1/2022,1/6/2025
1756,GCP,Cloud,Hard,24,436,sense Certificate,61,1/24/2023,6/28/2025
1757,Docker,Data Engineering,Medium,45,234,think Certificate,264,7/11/2022,8/27/2025
1758,AWS,Programming,Medium,94,179,attention Certificate,52,11/30/2023,11/27/2025
1759,Python,Statistics,Hard,4,280,three Certificate,423,5/26/2021,4/23/2025
1760,Deep Learning,Machine Learning,Hard,27,244,by Certificate,271,2/20/2024,4/13/2025
1761,Tableau,Data Engineering,Medium,55,462,same Certificate,290,6/10/2023,8/9/2025
1762,AWS,Data Engineering,Medium,78,308,spring Certificate,224,10/20/2021,10/1/2025
1763,Spark,Programming,Medium,2,494,family Certificate,155,3/5/2022,6/13/2025
1764,NLP,Cloud,Medium,14,141,boy Certificate,328,9/2/2024,7/9/2025
1765,Deep Learning,Visualization,Easy,11,157,though Certificate,471,7/18/2021,12/18/2024
1766,NLP,Cloud,Hard,94,366,paper Certificate,79,8/5/2022,12/1/2025
1767,Tableau,Statistics,Medium,9,102,interesting Certificate,182,2/24/2021,12/22/2024
1768,NLP,Machine Learning,Medium,63,7,want Certificate,88,6/26/2022,3/26/2025
1769,Hadoop,Cloud,Easy,20,336,account Certificate,393,3/5/2021,12/8/2025
1770,Hadoop,Cloud,Hard,100,445,race Certificate,185,11/27/2024,1/27/2025
1771,Spark,Programming,Hard,22,13,personal Certificate,20,10/2/2022,2/10/2025
1772,Hadoop,Visualization,Easy,22,351,foreign Certificate,321,11/18/2023,9/16/2025
1773,Tableau,Data Engineering,Medium,96,358,imagine Certificate,467,4/10/2024,1/20/2025
1774,Docker,Cloud,Medium,18,202,follow Certificate,231,11/27/2021,8/16/2025
1775,GCP,Data Engineering,Hard,45,154,tax Certificate,78,5/16/2021,5/20/2025
1776,Spark,Programming,Easy,66,45,hair Certificate,435,5/28/2024,4/1/2025
1777,Azure,Visualization,Medium,10,390,whatever Certificate,28,11/30/2024,7/7/2025
1778,Kubernetes,Statistics,Medium,16,167,prevent Certificate,294,4/26/2023,5/13/2025
1779,Spark,Programming,Medium,7,414,need Certificate,153,8/22/2024,6/10/2025
1780,Azure,Visualization,Medium,20,488,speech Certificate,81,1/21/2022,9/17/2025
1781,Spark,Statistics,Medium,83,55,trial Certificate,237,1/5/2022,6/30/2025
1782,SQL,Cloud,Medium,94,464,mission Certificate,207,5/17/2024,3/16/2025
1783,Python,Machine Learning,Medium,54,303,town Certificate,27,10/11/2024,9/20/2025
1784,AWS,Data Engineering,Easy,66,427,finish Certificate,482,8/25/2021,9/27/2025
1785,Docker,Cloud,Medium,72,482,hand Certificate,480,9/29/2022,3/21/2025
1786,Data Modeling,Cloud,Medium,23,45,throw Certificate,443,2/12/2023,4/11/2025
1787,Docker,Data Engineering,Hard,45,66,just Certificate,15,12/9/2021,1/31/2025
1788,Python,Programming,Medium,52,117,people Certificate,465,9/5/2021,3/21/2025
1789,Data Modeling,Cloud,Easy,25,281,similar Certificate,340,12/10/2022,3/28/2025
1790,GCP,Statistics,Medium,45,209,himself Certificate,285,10/22/2021,7/27/2025
1791,Azure,Cloud,Easy,6,271,know Certificate,129,3/2/2023,1/28/2025
1792,Python,Cloud,Hard,45,165,form Certificate,335,3/1/2024,12/25/2024
1793,AWS,Programming,Easy,61,335,week Certificate,18,10/19/2023,7/7/2025
1794,SQL,Cloud,Medium,52,485,fast Certificate,263,1/31/2024,12/22/2024
1795,GCP,Statistics,Medium,16,44,seem Certificate,323,6/12/2021,6/25/2025
1796,Tableau,Data Engineering,Hard,31,354,push Certificate,349,7/12/2023,10/7/2025
1797,Machine Learning,Visualization,Medium,50,379,none Certificate,231,1/4/2023,1/13/2025
1798,Docker,Visualization,Easy,80,286,want Certificate,324,1/18/2023,4/27/2025
1799,Spark,Programming,Hard,95,219,amount Certificate,469,2/28/2024,6/30/2025
1800,Python,Machine Learning,Hard,10,231,bit Certificate,370,8/11/2024,7/8/2025
1801,SQL,Visualization,Hard,15,255,training Certificate,408,11/7/2022,11/2/2025
1802,GCP,Machine Learning,Hard,63,478,college Certificate,153,12/28/2021,5/31/2025
1803,GCP,Machine Learning,Easy,24,27,deal Certificate,265,5/25/2021,12/29/2024
1804,Docker,Visualization,Easy,16,47,will Certificate,130,9/23/2021,2/11/2025
1805,AWS,Cloud,Hard,76,449,it Certificate,169,8/29/2023,5/7/2025
1806,Hadoop,Machine Learning,Easy,1,31,matter Certificate,327,6/4/2022,11/10/2025
1807,SQL,Machine Learning,Hard,89,399,computer Certificate,311,3/13/2022,1/23/2025
1808,Machine Learning,Machine Learning,Easy,83,303,sell Certificate,73,8/19/2023,12/14/2024
1809,Tableau,Programming,Medium,93,451,chance Certificate,31,9/29/2023,1/6/2025
1810,SQL,Visualization,Hard,59,478,national Certificate,153,5/16/2023,2/2/2025
1811,Deep Learning,Visualization,Easy,15,196,west Certificate,135,7/3/2022,2/3/2025
1812,AWS,Data Engineering,Medium,41,189,network Certificate,395,8/2/2022,4/9/2025
1813,Kubernetes,Statistics,Hard,3,73,after Certificate,351,7/14/2021,10/4/2025
1814,Docker,Visualization,Hard,32,240,by Certificate,303,2/17/2021,9/21/2025
1815,Spark,Visualization,Hard,50,233,mean Certificate,464,7/2/2024,11/18/2025
1816,Data Modeling,Cloud,Medium,36,72,after Certificate,76,11/12/2022,6/23/2025
1817,AWS,Visualization,Medium,53,353,take Certificate,263,6/23/2021,8/29/2025
1818,Machine Learning,Programming,Easy,100,172,its Certificate,39,7/7/2023,9/30/2025
1819,GCP,Statistics,Medium,89,273,people Certificate,494,10/1/2023,2/1/2025
1820,GCP,Visualization,Hard,11,431,trouble Certificate,225,9/30/2024,12/1/2025
1821,Kubernetes,Machine Learning,Hard,88,209,real Certificate,418,5/17/2022,1/31/2025
1822,NLP,Cloud,Medium,18,81,to Certificate,142,10/13/2024,5/17/2025
1823,Spark,Cloud,Medium,66,256,resource Certificate,227,2/21/2022,12/2/2025
1824,Deep Learning,Data Engineering,Easy,16,73,prevent Certificate,6,5/23/2024,9/11/2025
1825,Kubernetes,Data Engineering,Hard,30,384,two Certificate,404,4/30/2022,5/10/2025
1826,Python,Programming,Medium,70,486,power Certificate,162,6/29/2024,5/21/2025
1827,Data Modeling,Programming,Hard,94,54,real Certificate,57,6/4/2021,7/31/2025
1828,GCP,Cloud,Hard,62,183,lead Certificate,317,6/5/2021,6/4/2025
1829,Python,Data Engineering,Easy,48,448,trouble Certificate,470,3/6/2024,12/4/2025
1830,Data Modeling,Statistics,Medium,58,262,out Certificate,406,4/4/2022,12/17/2024
1831,PowerBI,Cloud,Hard,92,191,woman Certificate,463,11/15/2024,9/5/2025
1832,Data Modeling,Programming,Easy,39,80,garden Certificate,177,8/21/2022,8/17/2025
1833,Docker,Statistics,Easy,87,118,star Certificate,331,1/19/2022,2/2/2025
1834,GCP,Programming,Hard,54,204,or Certificate,298,2/22/2022,1/7/2025
1835,Azure,Cloud,Hard,60,74,edge Certificate,417,1/21/2021,4/12/2025
1836,Machine Learning,Visualization,Easy,42,448,central Certificate,53,1/14/2021,3/6/2025
1837,NLP,Visualization,Medium,5,156,kid Certificate,488,10/12/2023,3/3/2025
1838,Data Modeling,Machine Learning,Medium,7,74,a Certificate,494,10/9/2021,6/9/2025
1839,Machine Learning,Cloud,Medium,9,251,his Certificate,466,10/6/2021,9/4/2025
1840,Docker,Data Engineering,Medium,11,274,soldier Certificate,336,4/23/2022,1/8/2025
1841,Tableau,Statistics,Easy,77,275,from Certificate,369,2/20/2024,3/3/2025
1842,Python,Visualization,Easy,28,207,end Certificate,20,7/6/2023,2/24/2025
1843,Docker,Visualization,Hard,97,241,leg Certificate,110,1/21/2021,12/19/2024
1844,Kubernetes,Machine Learning,Easy,41,376,too Certificate,263,2/14/2021,3/14/2025
1845,Machine Learning,Statistics,Hard,3,362,successful Certificate,287,3/27/2022,5/21/2025
1846,GCP,Visualization,Hard,100,62,space Certificate,247,6/5/2022,6/24/2025
1847,GCP,Cloud,Hard,77,37,write Certificate,33,12/10/2022,9/20/2025
1848,AWS,Programming,Medium,76,285,teacher Certificate,177,8/31/2022,6/1/2025
1849,Data Modeling,Visualization,Hard,80,121,customer Certificate,375,8/22/2023,7/15/2025
1850,Tableau,Statistics,Medium,95,48,suffer Certificate,234,3/26/2022,9/14/2025
1851,NLP,Cloud,Easy,25,392,plan Certificate,51,7/10/2021,10/27/2025
1852,Azure,Statistics,Medium,76,79,half Certificate,403,2/6/2023,2/21/2025
1853,PowerBI,Data Engineering,Hard,1,308,least Certificate,417,11/23/2024,7/23/2025
1854,Tableau,Cloud,Medium,100,275,whatever Certificate,326,7/25/2024,1/15/2025
1855,Tableau,Visualization,Medium,1,451,already Certificate,50,3/21/2021,9/28/2025
1856,Machine Learning,Visualization,Hard,89,266,learn Certificate,473,4/2/2022,11/19/2025
1857,Docker,Data Engineering,Medium,13,60,imagine Certificate,326,12/25/2022,2/1/2025
1858,AWS,Programming,Medium,25,224,window Certificate,211,8/3/2022,8/31/2025
1859,PowerBI,Visualization,Easy,98,156,behavior Certificate,291,5/25/2022,7/11/2025
1860,Tableau,Data Engineering,Medium,74,79,week Certificate,280,5/21/2023,7/11/2025
1861,AWS,Visualization,Hard,78,365,indicate Certificate,290,10/7/2023,7/27/2025
1862,Tableau,Programming,Medium,51,240,name Certificate,185,9/26/2021,3/16/2025
1863,Data Modeling,Cloud,Hard,49,136,heart Certificate,9,9/15/2021,10/16/2025
1864,PowerBI,Programming,Hard,100,89,ever Certificate,36,3/16/2022,3/24/2025
1865,AWS,Programming,Easy,15,290,scientist Certificate,311,8/13/2022,11/24/2025
1866,SQL,Cloud,Easy,83,208,cold Certificate,457,8/17/2023,4/10/2025
1867,Kubernetes,Statistics,Hard,39,362,sell Certificate,44,6/23/2024,11/13/2025
1868,Kubernetes,Programming,Easy,17,184,our Certificate,294,8/27/2021,3/26/2025
1869,AWS,Visualization,Easy,21,278,child Certificate,117,7/30/2021,5/1/2025
1870,SQL,Statistics,Easy,32,119,unit Certificate,211,4/5/2021,10/5/2025
1871,Machine Learning,Programming,Hard,67,424,never Certificate,59,10/19/2021,2/27/2025
1872,Tableau,Machine Learning,Medium,69,94,reason Certificate,54,9/26/2023,6/21/2025
1873,Python,Visualization,Medium,100,15,carry Certificate,24,6/24/2024,2/13/2025
1874,GCP,Visualization,Easy,55,230,sound Certificate,114,7/28/2023,1/16/2025
1875,PowerBI,Programming,Hard,37,489,join Certificate,415,11/5/2024,4/30/2025
1876,Azure,Cloud,Medium,77,76,leader Certificate,153,1/26/2023,12/25/2024
1877,SQL,Programming,Medium,65,213,born Certificate,126,3/9/2023,4/25/2025
1878,SQL,Cloud,Easy,5,340,next Certificate,162,8/28/2022,7/5/2025
1879,Kubernetes,Visualization,Hard,50,441,picture Certificate,300,8/7/2021,1/28/2025
1880,Machine Learning,Cloud,Medium,32,214,size Certificate,476,2/26/2023,4/20/2025
1881,Data Modeling,Machine Learning,Easy,50,320,customer Certificate,137,2/19/2023,6/13/2025
1882,PowerBI,Visualization,Easy,13,229,end Certificate,135,10/30/2024,8/10/2025
1883,Spark,Programming,Medium,4,201,short Certificate,137,8/24/2024,9/16/2025
1884,Spark,Cloud,Medium,62,359,challenge Certificate,69,7/5/2021,9/11/2025
1885,Kubernetes,Visualization,Hard,1,377,coach Certificate,34,2/23/2022,10/1/2025
1886,Data Modeling,Cloud,Hard,45,94,nor Certificate,56,4/2/2023,11/26/2025
1887,Hadoop,Programming,Medium,25,120,theory Certificate,273,5/8/2022,5/20/2025
1888,Deep Learning,Data Engineering,Hard,14,474,skill Certificate,49,1/6/2024,3/31/2025
1889,AWS,Statistics,Easy,9,4,care Certificate,286,1/24/2023,12/6/2025
1890,AWS,Statistics,Medium,100,415,activity Certificate,408,8/31/2024,1/20/2025
1891,GCP,Statistics,Medium,48,490,room Certificate,18,10/19/2022,4/27/2025
1892,GCP,Machine Learning,Medium,45,496,would Certificate,213,9/28/2021,4/17/2025
1893,GCP,Data Engineering,Medium,65,9,color Certificate,172,5/22/2022,7/10/2025
1894,Machine Learning,Data Engineering,Medium,74,217,property Certificate,263,7/25/2021,6/26/2025
1895,Python,Visualization,Hard,4,119,doctor Certificate,101,1/11/2023,2/9/2025
1896,Kubernetes,Statistics,Easy,19,296,or Certificate,194,2/1/2024,6/2/2025
1897,PowerBI,Visualization,Medium,94,126,turn Certificate,263,11/27/2023,1/2/2025
1898,Docker,Machine Learning,Hard,80,322,mention Certificate,209,6/16/2024,10/22/2025
1899,SQL,Data Engineering,Medium,70,225,history Certificate,497,9/6/2021,5/1/2025
1900,AWS,Cloud,Medium,4,152,risk Certificate,228,4/25/2024,10/4/2025
1901,Python,Cloud,Medium,99,65,treatment Certificate,349,6/10/2023,9/2/2025
1902,Machine Learning,Statistics,Easy,44,98,purpose Certificate,349,6/6/2021,2/14/2025
1903,Spark,Cloud,Hard,4,99,fine Certificate,216,3/24/2021,3/4/2025
1904,Data Modeling,Visualization,Easy,21,80,firm Certificate,183,8/11/2021,4/5/2025
1905,Machine Learning,Cloud,Medium,31,270,white Certificate,442,6/15/2024,8/11/2025
1906,SQL,Cloud,Easy,16,423,attack Certificate,179,11/29/2022,11/16/2025
1907,SQL,Machine Learning,Hard,72,317,leader Certificate,287,11/26/2021,8/14/2025
1908,SQL,Data Engineering,Hard,22,2,fish Certificate,222,1/5/2021,1/25/2025
1909,Python,Cloud,Hard,69,56,issue Certificate,29,10/13/2024,5/24/2025
1910,Tableau,Cloud,Hard,95,468,affect Certificate,230,12/8/2022,3/1/2025
1911,Kubernetes,Cloud,Easy,80,100,always Certificate,486,5/23/2022,6/19/2025
1912,Tableau,Cloud,Easy,40,299,ago Certificate,493,3/20/2022,10/4/2025
